SVD Recommendation Evaluation - Precision: 0.0374, Recall: 0.0287, F-Measure: 0.0324, NDCG: 0.0412
Top-10 Recommendations (SVD):
User 349: 380, 153, 110, 457, 454, 150, 318, 47, 2, 329
User 350: 780, 6, 62, 25, 628, 104, 36, 5, 3, 783
User 351: 74458, 3578, 4306, 364, 293, 2329, 44191, 49530, 64614, 7438
User 352: 1136, 778, 70, 595, 55247, 3949, 89745, 2657, 1356, 6016
User 353: 208, 150, 317, 300, 95, 434, 329, 350, 339, 377
User 354: 2012, 4022, 1391, 1653, 1200, 6365, 293, 2617, 1291, 231
User 355: 2617, 2571, 260, 48, 356, 898, 81132, 380, 1356, 2054
User 356: 6016, 2324, 165, 4262, 292, 1282, 4963, 6502, 8464, 1617
User 357: 1639, 903, 1222, 2915, 29, 367, 188, 25, 1339, 2000
User 358: 356, 81132, 6942, 2571, 79132, 4306, 4973, 58559, 4246, 595
User 359: 32, 356, 2028, 318, 260, 2329, 1210, 597, 2115, 1307
User 360: 81132, 2617, 2571, 2987, 79132, 88125, 648, 1206, 780, 26701
User 361: 480, 380, 2683, 588, 4306, 1240, 165, 1270, 4886, 364
User 362: 750, 541, 778, 1210, 1090, 3949, 58559, 6016, 8368, 1884
User 363: 593, 2959, 356, 1, 32, 7153, 1682, 150, 5952, 2028
User 364: 112, 25, 6, 653, 62, 661, 608, 104, 36, 673
User 365: 60069, 8360, 91542, 1682, 4979, 1210, 88125, 4878, 6863, 59784
User 366: 5952, 2571, 7361, 5418, 79132, 8665, 293, 49272, 296, 54286
User 367: 1193, 2012, 1961, 1394, 1721, 480, 904, 3753, 508, 364
User 368: 969, 2716, 2628, 8368, 1754, 60069, 919, 590, 88125, 1997
User 369: 2858, 2997, 2329, 2542, 3481, 1197, 2502, 1527, 356, 2762
User 370: 1527, 7153, 1213, 2028, 4027, 1206, 2324, 2174, 3578, 1258
User 371: 541, 750, 7153, 2959, 5952, 1527, 4306, 5618, 29, 1921
User 372: 349, 265, 480, 246, 500, 912, 224, 17, 7, 1291
User 373: 161, 380, 454, 36, 165, 349, 316, 329, 293, 151
User 374: 292, 10, 377, 364, 1, 253, 339, 367, 454, 47
User 375: 296, 260, 150, 50, 364, 2987, 589, 110, 2571, 1210
User 376: 377, 1, 316, 5445, 329, 2028, 1036, 500, 1374, 153
User 377: 1, 2028, 3868, 3471, 1213, 953, 616, 111, 541, 1748
User 378: 79132, 50, 3578, 2571, 296, 4886, 68157, 6874, 49272, 1221
User 379: 329, 231, 10, 1, 225, 288, 300, 39, 266, 500
User 380: 81132, 79132, 26701, 198, 4719, 57504, 43932, 85261, 88125, 44199
User 381: 541, 553, 2640, 5782, 1250, 4975, 4446, 1566, 59784, 50872
User 382: 88125, 72998, 48, 6942, 780, 590, 1625, 1617, 76093, 736
User 383: 356, 2571, 1197, 2028, 4306, 81132, 1356, 3147, 1, 260
User 384: 356, 2858, 1732, 2329, 2700, 364, 32, 1208, 1214, 2028
User 385: 111, 110, 474, 733, 1242, 58, 357, 527, 1240, 1258
User 386: 364, 150, 253, 344, 454, 356, 225, 266, 231, 353
User 387: 81132, 783, 7360, 150, 59784, 4103, 56174, 736, 1625, 76093
User 388: 4886, 8961, 6539, 595, 364, 81132, 8368, 50872, 78499, 1148
User 389: 36, 7, 661, 608, 786, 3, 708, 802, 788, 783
User 390: 4848, 6874, 3949, 296, 6711, 356, 4878, 4720, 5971, 29
User 391: 1073, 1203, 198, 2467, 588, 45, 2186, 1127, 1500, 2018
User 392: 858, 2571, 260, 2959, 608, 2762, 2700, 1580, 81132, 1136
User 393: 7361, 8961, 6934, 4306, 48780, 1036, 5903, 36529, 49530, 318
User 394: 349, 296, 292, 377, 161, 364, 318, 329, 165, 1
User 395: 153, 349, 344, 150, 434, 292, 161, 253, 185, 442
User 396: 296, 364, 1223, 32, 2959, 4306, 81132, 595, 1089, 2324
User 397: 81132, 1233, 1193, 26701, 1247, 4848, 356, 81847, 858, 2987
User 398: 541, 6350, 608, 1270, 899, 1968, 1035, 2657, 2571, 2324
User 399: 2028, 318, 7153, 5952, 1197, 1240, 150, 590, 47, 1200
User 400: 1089, 2329, 5952, 589, 4226, 6016, 2762, 1291, 2858, 1200
User 401: 8368, 40815, 4896, 58559, 3793, 2355, 1197, 79132, 5816, 2761
User 402: 110, 356, 367, 10, 161, 32, 454, 648, 368, 2
User 403: 2959, 2858, 50, 293, 16, 608, 356, 4011, 2028, 2571
User 404: 150, 329, 50, 153, 300, 500, 253, 10, 225, 39
User 405: 1208, 47, 480, 778, 50, 2542, 2858, 555, 235, 2502
User 406: 81132, 594, 48, 79132, 673, 2081, 661, 26701, 595, 32031
User 407: 1198, 1210, 3578, 79132, 589, 5418, 318, 60069, 33794, 110
User 408: 59315, 2959, 7438, 48516, 8665, 51255, 858, 153, 588, 3000
User 409: 904, 2791, 2502, 1923, 2959, 1288, 908, 1, 2396, 1252
User 410: 1212, 1617, 933, 1244, 2076, 1219, 1230, 930, 1968, 648
User 411: 153, 480, 317, 337, 168, 500, 39, 315, 410, 32
User 412: 1198, 912, 1179, 1193, 2186, 2081, 2762, 750, 953, 1267
User 413: 50, 2571, 2762, 1193, 1036, 356, 608, 110, 4878, 2324
User 414: 81132, 79132, 26701, 4719, 60069, 81847, 43932, 85261, 6902, 56152
User 415: 912, 1089, 527, 1196, 2028, 2019, 1136, 923, 1219, 4306
User 416: 593, 7361, 111, 6016, 1617, 2324, 4027, 4878, 2329, 2692
User 417: 50, 293, 48516, 6539, 7361, 608, 44191, 3147, 4011, 48780
User 418: 2762, 4896, 2324, 58559, 1968, 858, 1208, 6539, 4973, 608
User 419: 1193, 5989, 48516, 4011, 5445, 79132, 1732, 2916, 364, 3949
User 420: 6377, 4226, 8961, 2502, 3000, 3114, 2028, 595, 1682, 594
User 421: 858, 908, 608, 2959, 356, 111, 6016, 2028, 296, 899
User 422: 527, 1221, 608, 1258, 2762, 593, 111, 2858, 1219, 908
User 423: 380, 1, 593, 2028, 349, 377, 153, 161, 329, 32
User 424: 1206, 4878, 1732, 253, 551, 16, 527, 2706, 70, 7361
User 425: 3793, 2000, 2987, 1265, 153, 21, 1396, 2542, 357, 2278
User 426: 6539, 5218, 5349, 5618, 4963, 1, 3114, 586, 8636, 50872
User 427: 4306, 4886, 2028, 293, 2571, 111, 4848, 4011, 5218, 4027
User 428: 4226, 2987, 47, 4011, 1517, 594, 3147, 1573, 5349, 1407
User 429: 380, 350, 253, 160, 364, 10, 11, 454, 158, 153
User 430: 2959, 1580, 4886, 260, 4973, 2628, 527, 2324, 1376, 3147
User 431: 81132, 1148, 4306, 2987, 26701, 1215, 32031, 1907, 29, 1610
User 432: 588, 4878, 7361, 34, 736, 30749, 2023, 6502, 3863, 2115
User 433: 356, 2571, 2858, 1213, 293, 858, 32, 111, 4226, 2324
User 434: 6539, 1080, 4027, 1198, 8961, 3949, 4973, 3114, 1221, 1573
User 435: 2571, 1213, 58559, 6016, 4878, 7153, 2329, 356, 364, 1704
User 436: 329, 10, 153, 110, 168, 208, 225, 277, 253, 588
User 437: 1, 21, 265, 235, 593, 266, 7, 224, 1210, 11
User 438: 349, 4848, 4246, 5679, 303, 661, 1333, 81132, 1748, 3438
User 439: 7153, 2959, 296, 480, 1210, 1196, 377, 2762, 79132, 3147
User 440: 1200, 32, 1206, 2968, 1208, 1175, 2987, 1127, 1215, 750
User 441: 5952, 1210, 1136, 2987, 293, 1291, 2858, 2329, 4226, 79132
User 442: 81132, 26701, 2987, 79132, 4306, 1907, 32031, 48, 81847, 85261
User 443: 2028, 47, 527, 2324, 1196, 293, 4306, 58559, 4886, 3147
User 444: 150, 32, 153, 364, 292, 161, 349, 253, 293, 329
User 445: 4226, 2858, 318, 1198, 2329, 4306, 1196, 904, 3147, 79132
User 446: 161, 110, 36, 474, 185, 410, 344, 225, 318, 62
User 447: 161, 185, 208, 34, 47, 317, 231, 173, 39, 432
User 448: 81132, 26701, 29, 81847, 106696, 60684, 6902, 43932, 69644, 4956
User 449: 296, 2571, 1213, 356, 2028, 1089, 2987, 2997, 608, 4973
User 450: 1196, 480, 1210, 296, 780, 1200, 588, 1, 6016, 1291
User 451: 260, 36, 62, 628, 653, 3, 52, 802, 788, 783
User 452: 733, 1625, 2985, 2716, 1597, 1320, 1552, 2959, 1377, 367
User 453: 500, 2078, 2841, 2268, 3176, 362, 2987, 36, 1266, 8961
User 454: 2959, 608, 1193, 903, 4973, 1206, 4226, 1617, 4848, 4034
User 455: 296, 185, 153, 208, 10, 21, 231, 236, 474, 39
User 456: 95, 62, 494, 112, 661, 25, 6, 7, 36, 608
User 457: 2571, 356, 1196, 2683, 1580, 1210, 1198, 1, 1127, 2028
User 458: 253, 47, 434, 231, 34, 11, 288, 317, 160, 357
User 459: 4306, 60069, 7153, 4993, 4896, 6539, 5952, 1197, 8360, 59315
User 460: 7361, 7438, 6874, 3147, 33794, 5349, 4896, 364, 58559, 6365
User 461: 2959, 2028, 150, 1721, 858, 110, 1097, 79132, 1682, 2324
User 462: 2657, 3481, 969, 968, 1209, 8874, 81132, 1917, 32587, 30749
User 463: 318, 4993, 480, 2571, 3147, 2324, 858, 7153, 2617, 1907
User 464: 1089, 5445, 1721, 587, 778, 1208, 1270, 1917, 50, 457
User 465: 1222, 1233, 903, 480, 1674, 47, 1250, 913, 1204, 589
User 466: 72998, 4886, 8360, 6365, 8636, 88125, 4995, 44191, 70286, 48516
User 467: 356, 79132, 318, 81132, 4973, 736, 648, 1208, 2987, 81847
User 468: 316, 364, 356, 329, 339, 367, 10, 454, 34, 434
User 469: 969, 2108, 915, 953, 2064, 1242, 2352, 1391, 349, 968
User 470: 440, 474, 141, 11, 350, 236, 317, 25, 160, 780
User 471: 4306, 7361, 318, 7153, 364, 2858, 5952, 2762, 4993, 68954
User 472: 296, 2959, 1213, 527, 2571, 81132, 6016, 1704, 1198, 593
User 473: 296, 2858, 2571, 527, 4973, 6016, 4848, 2502, 81132, 4226
User 474: 81132, 79132, 26701, 56152, 85261, 6902, 43932, 4719, 91542, 32031
User 475: 60069, 53125, 5445, 68954, 2628, 76093, 50872, 6373, 89745, 8529
User 476: 110, 292, 500, 367, 316, 21, 344, 208, 50, 253
User 477: 50, 56174, 2890, 1396, 474, 41569, 1370, 1215, 52722, 81132
User 478: 81132, 4306, 587, 2657, 595, 48, 1907, 588, 108932, 32031
User 479: 912, 2078, 2791, 1270, 914, 3175, 2144, 2804, 1304, 1196
User 480: 5445, 5299, 56174, 1032, 77561, 108932, 596, 1907, 52722, 5617
User 481: 81132, 1907, 79132, 88125, 2987, 1909, 26701, 1610, 356, 2617
User 482: 733, 380, 1580, 2617, 1682, 1259, 1676, 788, 736, 1356
User 483: 60069, 4270, 750, 1947, 65261, 7099, 2890, 81132, 1209, 1396
User 484: 2005, 1282, 293, 541, 4226, 3916, 79132, 1464, 6373, 1485
User 485: 457, 153, 377, 454, 318, 344, 480, 296, 225, 47
User 486: 185, 454, 367, 364, 225, 1, 339, 300, 410, 34
User 487: 6377, 4226, 1196, 5618, 3578, 5349, 3996, 608, 8360, 58559
User 488: 908, 1641, 2028, 356, 1265, 919, 2081, 1276, 2355, 6377
User 489: 6711, 898, 4886, 1544, 79132, 4034, 4878, 1566, 866, 1282
User 490: 79132, 68157, 6377, 60069, 4306, 2324, 55247, 50, 8961, 293
User 491: 8368, 1721, 6377, 8961, 41566, 2617, 72998, 8360, 4447, 56367
User 492: 25, 608, 17, 86, 58, 631, 707, 24, 16, 2959
User 493: 1210, 1036, 480, 593, 608, 377, 1127, 1610, 2115, 648
User 494: 2571, 1291, 1240, 588, 1270, 593, 1197, 2028, 780, 1215
User 495: 3147, 337, 4848, 1073, 55247, 292, 778, 5010, 68954, 6863
User 496: 2959, 260, 79132, 6539, 2571, 1198, 908, 3578, 4886, 8961
User 497: 527, 296, 1221, 6016, 47, 4226, 3578, 1252, 4878, 2997
User 498: 165, 457, 1, 253, 480, 225, 377, 329, 266, 288
User 499: 81132, 1215, 1262, 953, 2058, 26701, 919, 2944, 48, 81847
User 500: 2396, 3114, 500, 1617, 1907, 2080, 34, 357, 1517, 110
User 501: 733, 648, 736, 1, 661, 653, 780, 52, 608, 260
User 502: 527, 2987, 1200, 2324, 364, 594, 1022, 924, 2617, 1097
User 503: 50, 6016, 1258, 2329, 47, 778, 377, 79132, 4973, 1704
User 504: 4886, 6377, 2571, 3996, 4878, 1784, 4308, 4973, 4018, 39
User 505: 296, 2571, 356, 4306, 1258, 2288, 79132, 4848, 2329, 2987
User 506: 1907, 81132, 46578, 49530, 56152, 58559, 68954, 48, 1197, 4016
User 507: 380, 480, 161, 292, 364, 185, 434, 344, 296, 10
User 508: 356, 81132, 2987, 2716, 4306, 1208, 26701, 661, 2571, 32031
User 509: 59784, 68157, 21, 45517, 1688, 56367, 1221, 60684, 81847, 2706
User 510: 1197, 1221, 608, 2028, 150, 1968, 1089, 1219, 1097, 912
User 511: 5952, 60069, 58559, 2028, 2762, 593, 3147, 296, 59315, 48780
User 512: 153, 329, 34, 231, 10, 339, 266, 21, 357, 410
User 513: 1196, 356, 380, 589, 480, 50, 1198, 608, 1, 111
User 514: 1394, 2085, 1219, 2080, 32, 5378, 6016, 1923, 4262, 4011
User 515: 2571, 68954, 89745, 110, 7153, 4993, 858, 2324, 296, 72998
User 516: 1196, 608, 1210, 593, 1136, 356, 1291, 1200, 81132, 4886
User 517: 1022, 590, 69844, 3114, 3751, 48, 150, 1073, 2324, 30793
User 518: 81132, 2617, 1374, 2987, 1907, 79132, 2406, 26701, 32031, 1356
User 519: 50, 2959, 5418, 4306, 3578, 296, 49530, 150, 4995, 2571
User 520: 2762, 1199, 5218, 1374, 380, 1148, 539, 377, 6539, 1372
User 521: 1, 141, 780, 260, 62, 494, 653, 17, 786, 3
User 522: 5418, 8665, 57669, 6874, 7438, 54286, 1203, 32587, 150, 4979
User 523: 2571, 6377, 44191, 4963, 1246, 79132, 6016, 4886, 48394, 60069
User 524: 608, 356, 292, 434, 364, 1210, 590, 1610, 141, 296
User 525: 316, 1097, 8361, 51255, 2054, 4446, 2028, 1625, 4848, 208
User 526: 356, 1, 6016, 7361, 293, 4306, 527, 1682, 2997, 79132
User 527: 1, 1200, 2628, 1127, 2641, 1375, 1584, 2080, 2640, 2005
User 528: 2028, 2959, 318, 480, 7153, 8665, 54286, 49272, 4993, 79132
User 529: 780, 6, 494, 25, 112, 783, 628, 608, 5, 786
User 530: 110, 165, 185, 364, 316, 434, 153, 34, 296, 21
User 531: 1196, 1210, 1197, 648, 1097, 608, 780, 1270, 2115, 1200
User 532: 1036, 1196, 1221, 377, 1210, 1387, 260, 296, 356, 541
User 533: 2762, 6377, 4306, 60069, 318, 364, 480, 1197, 2858, 3499
User 534: 904, 329, 1407, 1090, 81132, 78499, 4975, 1356, 1573, 54001
User 535: 2959, 2858, 1197, 2987, 2028, 81132, 356, 1912, 2628, 79132
User 536: 380, 161, 377, 480, 10, 318, 296, 316, 364, 153
User 537: 2959, 3578, 74458, 60069, 59315, 356, 56174, 4995, 54286, 4886
User 538: 4306, 594, 2987, 1028, 2081, 2078, 48, 1148, 914, 1073
User 539: 356, 1, 8368, 3114, 608, 5952, 4896, 4963, 3751, 4993
User 540: 110, 593, 2858, 1198, 7153, 5952, 780, 4306, 293, 1240
User 541: 150, 296, 292, 500, 339, 185, 21, 34, 440, 225
User 542: 3578, 293, 3147, 4022, 1270, 50, 4878, 2762, 588, 595
User 543: 4306, 1, 480, 10, 1200, 6539, 527, 2683, 8961, 2028
User 544: 733, 260, 661, 141, 25, 494, 628, 653, 112, 104
User 545: 81132, 2987, 88125, 2617, 1907, 79132, 26701, 648, 48, 1597
User 546: 1240, 296, 260, 780, 2571, 595, 1200, 2987, 377, 81132
User 547: 1206, 2959, 81132, 608, 2571, 2987, 1200, 29, 1208, 480
User 548: 1210, 2959, 780, 110, 480, 81132, 2396, 7153, 2028, 648
User 549: 4993, 7153, 296, 593, 1240, 1200, 79132, 2329, 58559, 858
User 550: 72998, 2959, 108932, 76093, 69844, 91529, 78499, 48780, 81834, 88125
User 551: 58559, 1196, 4886, 3578, 63082, 6, 3793, 69844, 1198, 91529
User 552: 260, 2355, 1206, 480, 924, 2858, 2761, 2012, 1266, 1035
User 553: 2329, 47, 4878, 111, 2692, 1036, 4262, 223, 1222, 2997
User 554: 260, 1221, 2987, 904, 1197, 3114, 1073, 920, 111, 1029
User 555: 48780, 1148, 920, 79132, 4226, 924, 2167, 2094, 1254, 292
User 556: 81834, 4306, 58559, 59315, 4886, 45722, 60069, 8961, 79132, 6377
User 557: 377, 1270, 110, 858, 780, 589, 296, 480, 380, 356
User 558: 919, 7153, 1907, 5952, 587, 3578, 1036, 318, 592, 1961
User 559: 158, 208, 293, 60, 315, 277, 353, 225, 440, 21
User 560: 1206, 2324, 73017, 2502, 2396, 63113, 924, 454, 55820, 71535
User 561: 6373, 3671, 6333, 2160, 8368, 357, 21, 2193, 1356, 2002
User 562: 1587, 3408, 2078, 8360, 1396, 1215, 2291, 1210, 2001, 6942
User 563: 6942, 39, 902, 1259, 364, 6377, 4016, 4306, 2080, 2687
User 564: 4447, 73017, 91542, 99114, 7293, 33679, 6373, 56367, 4979, 47099
User 565: 161, 110, 364, 349, 480, 292, 454, 434, 329, 10
User 566: 440, 153, 34, 339, 185, 47, 474, 36, 350, 344
User 567: 91529, 81845, 98243, 4886, 6365, 4896, 4016, 2959, 2571, 74458
User 568: 318, 150, 2959, 1213, 81132, 79132, 2005, 2329, 47, 527
User 569: 150, 110, 161, 292, 457, 47, 364, 367, 454, 253
User 570: 480, 1259, 296, 3147, 1356, 912, 344, 2918, 2985, 1089
User 571: 1997, 1215, 1097, 3499, 2005, 2797, 2657, 2762, 1240, 2529
User 572: 1197, 1617, 903, 1244, 913, 541, 1263, 11, 110, 1097
User 573: 7438, 4223, 5418, 2000, 349, 8644, 1223, 3535, 5679, 5459
User 574: 165, 356, 349, 253, 208, 10, 457, 288, 377, 50
User 575: 2959, 2858, 2987, 50, 81132, 4306, 318, 1089, 26701, 79132
User 576: 81132, 1215, 1148, 1907, 4306, 2987, 26701, 79132, 32031, 745
User 577: 589, 1408, 1204, 2640, 953, 2529, 150, 1208, 1242, 10
User 578: 81132, 1907, 79132, 26701, 81847, 4306, 2987, 56152, 49530, 32031
User 579: 588, 357, 2081, 2762, 1721, 2080, 1210, 594, 2706, 377
User 580: 1265, 1466, 288, 5464, 953, 2997, 1209, 1641, 2384, 2890
User 581: 6539, 79132, 5618, 4963, 8961, 2028, 1197, 5445, 5418, 40815
User 582: 72998, 7153, 5952, 1198, 59784, 4896, 78499, 54286, 1210, 33794
User 583: 364, 1197, 597, 48, 1566, 4447, 110, 919, 4246, 4025
User 584: 480, 2, 266, 168, 500, 11, 318, 432, 474, 95
User 585: 50, 1193, 1221, 778, 1208, 1884, 4034, 288, 47, 608
User 586: 364, 79132, 329, 68358, 6377, 70286, 1197, 49272, 87232, 8961
User 587: 1527, 17, 1784, 224, 1968, 2100, 62, 1276, 1584, 265
User 588: 153, 32, 266, 457, 454, 329, 377, 434, 235, 1089
User 589: 50, 110, 32, 21, 153, 17, 480, 266, 380, 224
User 590: 4973, 30793, 899, 2671, 5995, 1573, 1088, 7438, 272, 45517
User 591: 1196, 1197, 2700, 2028, 2858, 1580, 60069, 2987, 2890, 364
User 592: 292, 47, 410, 34, 350, 288, 266, 168, 48, 1
User 593: 7153, 1, 2028, 4886, 296, 2762, 480, 1198, 597, 4226
User 594: 168, 1200, 60, 1653, 7293, 2054, 1247, 553, 1380, 2291
User 595: 296, 356, 32, 81132, 2617, 29, 608, 2571, 88125, 25
User 596: 377, 1222, 91500, 588, 1183, 2005, 2324, 1608, 48394, 48516
User 597: 551, 539, 838, 1261, 908, 353, 1183, 370, 924, 2020
User 598: 8368, 6377, 4896, 8961, 58559, 7153, 608, 4886, 81132, 2959
User 599: 81132, 56152, 6902, 88125, 85261, 43932, 60069, 47124, 2735, 49530
User 600: 2116, 4865, 2414, 1777, 2090, 3034, 1223, 2033, 2366, 2501
User 601: 58559, 3147, 356, 364, 593, 4973, 6539, 1036, 79091, 4878
User 602: 236, 62, 265, 17, 317, 1, 223, 353, 261, 168
User 603: 81132, 1909, 2366, 26701, 588, 6377, 81847, 1094, 2288, 32031
User 604: 47, 150, 266, 161, 225, 160, 350, 442, 48, 353
User 605: 1196, 8360, 1291, 6377, 6333, 8636, 5349, 2054, 8961, 1035
User 606: 81132, 3114, 26701, 56152, 81847, 673, 6902, 85261, 32031, 43932
User 607: 648, 1198, 587, 2353, 1358, 161, 2002, 1333, 339, 2005
User 608: 337, 454, 5459, 2087, 2881, 266, 8529, 3671, 2791, 3452
User 609: 380, 153, 349, 165, 377, 316, 344, 364, 47, 32
User 610: 26701, 81847, 6902, 2324, 4719, 85261, 43932, 2987, 32031, 56152
